1, junk, ., +, t, /, 1, (, i, Y, d
9836, junk, \log, \cos, ., \tan, \pi, \infty, \lim, T, -
9837, \log, junk, v, y, ., \gamma, COMMA, 3, \sin, j
9838, 3, 5, junk, z, n, g, x, s, 9, B
9839, +, junk, t, T, ., x, \phi, 7, 1, (
9840, 3, junk, z, 5, 9, n, x, s, COMMA, g
9841, 3, junk, 7, x, \prime, y, 1, ., +, \div
9842, 3, 5, junk, z, n, B, b, s, x, .
9843, junk, COMMA, 1, /, \prime, ., |, l, ), \div
9844, c, C, junk, ., 0, (, 1, [, 6, 2
9845, 2, junk, 1, x, 3, z, ., l, h, +
9846, 4, 2, +, y, 7, junk, Y, \phi, x, 1
9847, junk, COMMA, /, 1, |, ., \prime, \div, ), l
9848, junk, 1, |, COMMA, \prime, l, \{, (, ., /
9849, ), junk, ], COMMA, \prime, ., 1, 0, 3, 2
9850, 2, 1, junk, a, l, z, x, ., -, n
9851, junk, 1, COMMA, /, \prime, ., |, l, \div, )
9852, (, \{, junk, C, [, 6, 1, l, ., c
9853, 4, y, +, junk, \phi, 1, f, q, t, i
9854, 3, ], junk, j, 1, 5, z, ., s, COMMA
9855, ), junk, \prime, 1, COMMA, ., 0, ], r, 2
9856, (, junk, 1, l, 3, COMMA, ., \prime, \{, i
9857, 3, X, z, 5, junk, x, \times, g, COMMA, .
9858, junk, COMMA, /, 1, ., \prime, \div, |, l, 2
9859, \neq, junk, +, 4, -, 1, ., \div, x, p
9860, junk, 1, |, COMMA, \prime, (, l, \{, ., /
9861, ), junk, COMMA, 1, \prime, ., \}, ], +, |
9862, +, junk, \phi, t, 4, \neq, -, z, 1, 7
9863, -, junk, =, ., \ldots, T, COMMA, 2, i, m
9864, \theta, n, junk, o, k, i, r, ., 1, 0
9865, \pi, junk, \sigma, \infty, ., F, +, T, Y, o
9866, +, junk, \neq, 1, t, -, \div, 4, \prime, 7
9867, 2, x, n, a, junk, k, z, l, \alpha, 1
9868, \pi, junk, F, I, 5, ., T, \sum, 1, +
9869, -, junk, =, ., \ldots, T, COMMA, 2, i, m
9870, junk, 7, z, 2, t, 8, +, F, R, \gamma
9871, x, junk, X, \times, ., (, Y, 9, +, C
9872, 3, z, junk, 5, x, X, g, ., \times, s
9873, 3, junk, 1, x, z, y, 5, g, 7, 2
9874, +, t, junk, 1, ., \pm, i, x, k, T
9875, x, \times, X, z, junk, a, 2, ., k, \lt
9876, 2, junk, +, z, n, ., x, a, -, r
9877, junk, E, C, \sum, ., 0, c, I, s, ]
9878, junk, s, 5, j, 3, 1, 0, ., COMMA, S
9879, x, X, \times, 2, z, 3, junk, a, ., \div
9880, junk, \sqrt, ., 0, F, COMMA, 5, \sum, -, E
9881, -, junk, =, ., \ldots, T, COMMA, 2, i, m
9882, -, junk, =, ., \ldots, T, COMMA, 2, i, m
9883, 3, junk, 5, z, \geq, B, s, x, COMMA, .
9884, 3, junk, 5, z, s, x, 9, ., COMMA, 2
9885, 3, junk, z, 5, g, x, 1, y, ., 2
9886, -, junk, =, ., \ldots, T, COMMA, 2, i, m
9887, 3, junk, 5, x, z, 2, COMMA, B, n, .
9888, \theta, junk, 0, o, v, ., 8, a, \Delta, c
9889, 5, junk, s, 3, S, F, f, \exists, ., r
9890, 3, junk, 2, 7, \prime, x, ., \div, 5, COMMA
9891, 3, junk, 5, x, z, \geq, ., 1, COMMA, a
9892, x, 4, Y, junk, (, 1, COMMA, \times, 9, 3
9893, x, \times, X, z, junk, 2, a, \lt, ., k
9894, -, junk, =, ., T, i, \ldots, t, COMMA, c
9895, 2, a, 1, junk, x, z, l, +, ., 7
9896, x, X, \times, junk, Y, 4, +, \phi, ., k
9897, 2, a, x, junk, 1, z, +, ., l, n
9898, y, Y, junk, COMMA, 3, \forall, 9, x, 7, s
9899, \beta, \phi, junk, p, \lambda, 1, ., P, a, i
9900, +, t, junk, T, 1, 4, ., x, \phi, \neq
9901, \beta, B, junk, \pi, p, M, 0, R, n, P
9902, n, junk, ., m, M, N, x, r, 1, H
9903, 2, 1, junk, 7, l, z, a, +, ., x
9904, junk, 1, |, COMMA, \prime, l, ., +, /, (
9905, x, junk, X, \times, Y, (, n, ., k, 9
9906, 3, junk, 7, B, \geq, y, g, 2, 1, x
9907, +, t, junk, 1, ., i, f, x, k, T
9908, \div, junk, \beta, ., A, x, 3, \times, a, -
9909, x, X, \times, junk, N, \gamma, Y, ., y, p
9910, =, junk, 0, ., c, o, \infty, -, m, \rightarrow
9911, 5, junk, j, x, ., 1, T, s, I, i
9912, =, junk, C, c, o, 5, ., 0, E, T
9913, junk, G, ., \sin, a, \lim, +, i, c, v
9914, +, junk, 1, t, T, -, \prime, 7, ., x
9915, 6, junk, b, 3, G, Y, ., y, +, \sigma
9916, junk, +, ., 5, 1, t, i, \div, v, r
9917, 3, junk, 5, +, x, z, R, COMMA, b, .
9918, junk, \tan, G, a, \div, \sin, t, ., +, i
9919, junk, t, ., +, -, i, k, d, \sin, r
9920, \sin, G, \lim, junk, a, \tan, ., v, 0, c
9921, ), junk, COMMA, \prime, 1, ], ., r, 0, /
9922, 2, -, \alpha, 1, junk, z, ., I, a, T
9923, -, junk, ., =, t, i, T, COMMA, v, C
9924, 0, junk, o, u, ., \theta, a, H, \mu, v
9925, junk, 1, (, COMMA, |, /, \prime, l, +, .
9926, 5, E, 3, junk, F, 1, k, f, t, 7
9927, x, \times, X, junk, N, \gamma, ., Y, p, y
9928, \times, x, X, junk, +, 7, -, t, n, k
9929, \int, junk, 5, s, ., j, 3, 1, S, COMMA
9930, b, h, junk, 6, ., (, k, n, 1, i
9931, junk, a, \sigma, \alpha, ., o, x, \pi, +, 0
9932, p, P, junk, \beta, T, 2, 3, F, ., -
9933, +, junk, \neq, -, t, 4, d, 1, T, 7
9934, \pm, I, junk, 2, \geq, 3, z, COMMA, \div, t
9935, d, t, junk, 1, \neq, ., o, i, 2, \alpha
9936, y, g, junk, z, COMMA, 3, 1, ), ., 2
9937, y, junk, g, 3, COMMA, ., 1, 9, z, \times
9938, -, junk, =, ., \ldots, 2, COMMA, T, m, i
9939, junk, 7, F, r, \sqrt, ., 5, \phi, \exists, -
9940, \pm, junk, H, R, t, d, +, ., 1, x
9941, junk, 1, |, COMMA, +, \prime, l, ., !, (
9942, junk, 1, |, COMMA, +, l, \prime, (, ., 4
9943, T, junk, +, \pi, F, COMMA, 2, ., 1, t
9944, 6, junk, b, 0, 4, ., G, 1, E, i
9945, y, g, junk, z, 3, 0, 2, ., \Delta, 9
9946, +, junk, t, 4, T, x, 2, -, 1, .
9947, -, junk, =, ., \ldots, T, COMMA, 2, i, m
9948, junk, 1, |, COMMA, \prime, l, ., +, /, \{
9949, -, junk, =, ., \ldots, T, COMMA, 2, i, m
9950, 2, junk, \div, ., =, +, -, 1, x, n
9951, x, \times, \lt, X, 2, junk, +, ., z, \alpha
9952, -, junk, =, ., T, \ldots, i, COMMA, 2, \div
9953, junk, 1, |, COMMA, +, \prime, l, (, ., 4
9954, d, junk, t, \phi, 1, \leq, 2, ., k, x
9955, (, junk, 1, COMMA, l, |, \prime, ., \{, /
9956, \int, junk, 5, 1, ., s, j, 3, COMMA, S
9957, junk, 1, |, COMMA, +, \prime, l, ., !, )
9958, -, junk, =, ., \ldots, 2, COMMA, m, \div, i
9959, =, junk, -, \leq, \pm, 0, \sum, ., 2, C
9960, -, junk, =, ., \ldots, 2, COMMA, T, m, i
9961, -, junk, =, ., T, \ldots, COMMA, i, 2, t
9962, y, z, junk, j, g, ., 3, 2, x, \Delta
9963, junk, y, z, ], 3, ., x, 2, j, g
9964, junk, ., s, 3, 1, 5, COMMA, 6, \times, \int
9965, +, junk, t, 4, ., 1, x, -, T, \neq
9966, 5, junk, s, S, 9, 1, \exists, ., E, c
9967, junk, 1, |, COMMA, +, l, \prime, (, i, .
9968, x, \times, X, junk, \gamma, k, \lambda, ., a, l
9969, y, z, junk, g, COMMA, ., 3, -, ], )
9970, d, (, junk, l, 1, k, x, ., t, R
9971, y, g, junk, B, COMMA, \Delta, x, p, z, .
9972, +, junk, 4, t, d, 1, \neq, \phi, -, a
9973, 2, junk, z, \alpha, 1, a, -, ., x, T
9974, +, t, junk, T, ., 4, x, 1, -, 2
9975, x, junk, q, ., a, \times, 1, z, e, 2
9976, 2, z, junk, 1, \alpha, -, x, a, I, .
9977, 4, junk, n, 1, ., a, H, \div, +, -
9978, z, junk, 2, x, \sum, I, -, 3, 7, .
9979, 2, junk, z, a, 1, -, \alpha, \div, ., x
9980, +, junk, 1, ., T, -, t, n, \pi, \prime
9981, =, junk, -, \pm, \sum, ., 0, \ldots, 2, c
9982, a, junk, o, 0, u, q, \theta, ., 9, \alpha
9983, junk, ., a, \sin, p, \Delta, 7, n, \pi, \beta
9984, \tan, junk, \sin, \lim, v, \log, ., L, 2, a
9985, \cos, junk, \pi, ., \infty, T, o, \tan, =, m
9986, b, h, junk, ., n, (, 6, k, 1, e
9987, a, junk, q, 9, \alpha, 4, \pi, o, \theta, .
9988, -, junk, =, ., T, \ldots, i, COMMA, 2, t
9989, b, h, junk, (, ., k, 6, 1, n, i
9990, \tan, \lim, junk, \sin, ., v, 2, n, \log, (
9991, \cos, junk, ., \pi, \rightarrow, 0, o, 2, m, a
9992, junk, a, 2, C, x, c, ., \times, \alpha, z
9993, junk, \sin, i, ., m, a, 0, n, t, 1
9994, junk, n, ., y, 5, m, a, B, \pi, 1
9995, +, junk, -, \neq, 1, 4, t, d, T, 7
9996, \alpha, junk, a, +, ., x, 4, 1, d, \times
9997, b, junk, ., k, (, 1, h, \prime, e, i
9998, =, junk, c, ., 5, T, C, 0, -, 2
9999, c, C, junk, 0, ., (, E, a, L, 1
10000, b, junk, h, 6, 1, i, ., j, +, (
10001, junk, ., a, n, \div, -, r, 1, c, 2
10002, a, i, \alpha, +, x, u, d, junk, 4, \times
10003, junk, \cos, \tan, m, \sin, ., v, n, -, a
10004, +, 4, junk, t, 1, x, d, \alpha, z, -
10005, \lim, a, junk, ., \tan, \sin, G, \sigma, x, 2
10006, junk, COMMA, 1, ), ., |, 3, \int, \}, \prime
10007, b, junk, h, ., (, 6, 1, COMMA, k, +
10008, a, \alpha, junk, ., x, 2, \sigma, z, +, o
10009, junk, 1, (, COMMA, |, /, \prime, l, ., i
10010, c, C, junk, (, ., 1, 0, 6, i, [
10011, 4, junk, t, 1, +, G, x, Y, a, .
10012, junk, -, ., =, 2, COMMA, \ldots, \div, a, \sin
10013, 4, junk, 1, ., n, +, a, -, COMMA, \prime
10014, A, \div, junk, x, ., n, \times, a, \alpha, 1
10015, 3, junk, \geq, z, 5, x, 2, ., COMMA, Y
10016, 4, junk, t, 1, x, +, Y, y, G, q
10017, -, junk, =, ., \ldots, T, COMMA, \div, 2, i
10018, x, \times, junk, X, Y, A, y, ., \gamma, p
10019, x, \alpha, z, a, A, junk, X, \times, ., n
10020, -, junk, =, ., T, \ldots, COMMA, i, \div, 2
10021, junk, V, v, x, ., \gamma, r, u, \forall, \times
10022, 2, z, junk, 1, a, ], I, -, ., i
10023, 4, H, junk, 1, G, \log, t, q, ., n
10024, junk, 1, |, COMMA, \prime, l, ., +, /, (
10025, +, junk, \neq, 4, t, -, 1, T, \div, .
10026, junk, 1, |, COMMA, \prime, +, ), l, ., !
10027, \div, junk, x, \times, n, A, ., X, 3, \lambda
10028, x, X, \times, a, z, 2, junk, \alpha, ., \gamma
10029, 4, junk, 1, q, +, t, ., A, l, a
10030, \sqrt, junk, 5, r, ., -, F, COMMA, 7, +
10031, +, junk, 4, t, d, 1, \neq, -, T, 7
10032, P, p, \pi, junk, \beta, 7, x, -, a, T
10033, 2, junk, -, ., z, =, t, +, 1, \alpha
10034, -, junk, ., =, T, i, \ldots, COMMA, m, \div
10035, 2, junk, t, z, ., n, x, +, -, \pm
10036, x, X, \times, z, junk, ., a, \alpha, 2, 1
10037, +, t, junk, 4, ., T, 1, x, \neq, i
10038, 2, junk, ., x, -, +, 1, =, t, a
10039, 4, junk, ., +, a, 1, -, n, \div, (
10040, n, junk, ., a, m, r, \Delta, u, 1, 5
10041, \times, x, X, \gamma, junk, N, n, 1, -, v
10042, junk, 1, |, COMMA, \prime, l, (, +, \{, .
10043, +, junk, 4, t, \neq, 1, \pm, 7, z, \phi
10044, =, junk, -, \pm, \sum, 0, ., c, C, 2
10045, junk, k, h, L, ., G, 2, (, c, n
10046, x, \times, X, junk, \gamma, y, 6, Y, \forall, v
10047, junk, COMMA, /, \div, ., 1, \prime, -, l, 2
10048, junk, \lim, G, a, \sin, ., \tan, +, 1, c
10049, junk, \sin, ., v, 0, a, \cos, n, r, p
10050, junk, a, \lim, ., G, 2, x, c, \in, 0
10051, +, junk, 1, -, T, t, \neq, 7, ., \prime
10052, 3, junk, ], ., ), z, COMMA, 0, 5, 1
10053, +, junk, t, 2, ., -, \div, 7, x, z
10054, =, junk, C, ., -, 1, \div, 2, T, 7
10055, 4, junk, G, a, \lim, ., h, 1, \div, 9
10056, junk, 1, |, COMMA, ), \prime, +, l, /, .
10057, junk, 3, ), ., COMMA, z, ], 0, g, 5
10058, junk, z, 3, j, 0, y, 2, 5, ., ]
10059, junk, 1, |, COMMA, (, l, \prime, \{, ., /
10060, x, \times, X, z, a, junk, 2, ., 3, C
10061, junk, ., +, c, z, -, COMMA, x, 2, L
10062, x, 2, \times, +, X, junk, z, ., \lt, -
10063, 2, junk, 1, ., 5, x, +, t, z, r
10064, junk, 1, COMMA, |, /, \prime, l, !, ., +
10065, junk, L, 2, ., 1, i, h, +, l, I
10066, -, junk, =, ., T, \ldots, COMMA, 2, i, \div
10067, \log, junk, y, ., \div, x, i, +, COMMA, \geq
10068, +, junk, t, ., -, \neq, 2, x, 4, T
10069, \log, junk, ., +, \div, \prime, 3, COMMA, 1, 2
10070, -, junk, =, ., T, \ldots, COMMA, i, 2, m
10071, -, junk, =, ., \ldots, T, COMMA, 2, i, m
10072, \log, junk, ., +, 4, -, 1, n, \sin, a
10073, e, 2, l, junk, c, ., \lim, \in, a, C
10074, junk, ., \log, x, y, n, COMMA, 3, b, \prime
10075, junk, 2, +, ., 1, t, x, l, \div, i
10076, 0, junk, o, 8, ., a, v, c, V, L
10077, 0, o, junk, a, \theta, ., \Delta, 1, C, )
10078, x, 4, G, a, junk, c, 2, \times, \leq, C
10079, junk, L, ., 1, x, l, +, i, 2, d
10080, n, junk, V, ., M, r, H, m, a, N
10081, junk, 1, |, COMMA, +, l, \prime, (, i, .
10082, junk, 1, COMMA, /, \prime, |, ., \div, l, !
10083, +, junk, t, 1, ., f, \pm, -, 7, \neq
10084, ), junk, \gt, -, +, ., 2, \prime, 7, a
10085, junk, 1, |, COMMA, l, (, +, \prime, /, .
10086, a, d, +, \alpha, junk, x, o, i, ., 4
10087, junk, 1, |, COMMA, +, \prime, l, (, ., 4
10088, junk, ., a, r, x, +, c, 0, 1, 2
10089, junk, ., 7, +, 1, 3, -, T, 2, COMMA
10090, n, junk, ., H, r, M, V, COMMA, a, \beta
10091, 0, junk, o, \Delta, ., c, a, -, d, n
10092, \geq, junk, 2, z, -, =, a, ., 1, x
10093, \sum, I, junk, 5, 3, ., \sqrt, 2, F, x
10094, +, junk, t, \neq, 4, 1, ., x, -, T
10095, 2, z, junk, 1, ., -, 7, 5, =, x
10096, \sum, I, junk, 3, 2, ., 5, E, \sqrt, z
10097, -, junk, =, ., \ldots, T, COMMA, 2, \div, i
10098, k, R, H, junk, x, ., n, m, A, y
10099, junk, 1, (, COMMA, \prime, |, l, i, +, .
10100, k, junk, n, h, ., r, x, a, 1, \mu
10101, =, \geq, junk, z, 2, a, ., \div, 1, -
10102, \sum, I, junk, 5, 3, ., 2, \sqrt, F, E
10103, n, junk, ., r, H, V, M, m, \sqrt, a
10104, n, junk, ., V, M, H, m, N, r, a
10105, n, junk, V, ., r, m, \mu, v, \sqrt, 0
10106, 2, z, junk, 1, a, -, ., I, x, i
10107, n, junk, ., H, m, r, M, V, N, \sqrt
10108, junk, z, \geq, 2, x, E, ., c, COMMA, -
10109, 0, junk, o, ., v, c, C, s, V, \sqrt
10110, x, \times, X, junk, ., \alpha, z, \sum, a, k
10111, n, junk, ., M, a, (, V, r, E, )
10112, -, junk, =, ., T, \ldots, COMMA, i, 2, m
10113, \geq, junk, 2, =, z, a, ., 1, -, x
10114, n, junk, M, ., r, N, V, !, \sqrt, H
10115, x, \times, X, z, \alpha, a, 2, junk, ., \lambda
10116, 0, junk, o, ., v, V, c, p, \sigma, \sqrt
10117, \sum, I, junk, 5, 3, 2, ., \pm, z, \sqrt
10118, junk, 1, |, COMMA, \prime, l, +, ., /, \{
10119, \sum, junk, I, ., F, \sigma, x, E, 2, 3
10120, x, \times, a, junk, z, ., X, A, 2, 1
10121, =, junk, 0, c, ., C, E, 2, 5, \in
10122, n, junk, V, ., m, M, r, \sqrt, H, \mu
10123, \int, junk, s, 5, ., 1, 3, j, S, COMMA
10124, d, junk, 2, \neq, 1, ., a, o, t, +
10125, junk, n, \log, 1, x, ., G, k, q, a
10126, junk, 1, ), COMMA, |, \prime, +, ., 4, \}
10127, \int, junk, 5, 1, s, ., 3, j, COMMA, S
10128, x, \lambda, junk, \gt, T, \times, X, \pi, ., z
10129, 2, junk, z, 1, =, ., -, 5, 7, x
10130, d, junk, t, \neq, 1, a, ., o, +, \alpha
10131, n, G, junk, \lambda, a, ., x, h, 1, k
10132, +, x, y, \neq, i, R, \times, z, 9, X
10133, \int, junk, 5, j, s, 3, 1, ., COMMA, S
10134, 5, junk, S, 3, s, \div, g, 1, E, b
10135, 2, a, junk, z, 1, x, -, ., \alpha, l
10136, 2, junk, a, z, 1, =, ., -, \Delta, T
10137, G, junk, x, \neq, 1, ., \leq, k, 4, a
10138, junk, n, \log, 1, k, ., x, a, 9, \neq
10139, d, junk, 2, o, \neq, ., 1, a, C, t
10140, n, junk, 1, x, ., k, G, a, \lambda, 4
10141, 2, junk, t, ., z, +, 1, L, x, I
10142, +, t, junk, T, 4, ., x, 1, -, 2
10143, =, junk, c, ., -, 0, r, e, o, 1
10144, b, junk, h, ., (, i, k, 1, \prime, COMMA
10145, d, x, junk, \leq, k, l, (, t, X, 1
10146, x, junk, ., \div, 1, n, \times, X, A, 2
10147, \int, junk, j, 1, \{, 3, s, 5, ., S
10148, junk, 1, |, COMMA, \prime, l, +, ., (, /
10149, x, \times, X, 2, junk, n, ., a, z, \lambda
10150, \sqrt, \sin, junk, ., T, a, 0, -, n, =
10151, a, junk, q, o, \alpha, u, \theta, 9, ., 4
10152, +, junk, 4, \neq, -, 1, t, T, 7, \prime
10153, c, junk, C, ., 5, \sum, 0, 6, E, e
10154, b, junk, (, h, ., i, +, 1, k, COMMA
10155, -, junk, =, ., \ldots, T, COMMA, 2, m, i
10156, G, junk, x, n, k, 1, a, ., \log, \neq
10157, -, junk, =, ., T, \ldots, i, COMMA, 2, \div
10158, 5, junk, 3, s, 9, S, a, \exists, \pm, .
10159, 0, junk, o, c, \Delta, a, F, ., C, v
10160, \cos, \sin, junk, ., o, \pi, a, \lim, 0, m
10161, x, \times, X, 2, junk, k, a, ., C, z
10162, ), junk, COMMA, 0, ., \prime, 3, 1, 2, 5
10163, 3, junk, 5, z, n, x, s, COMMA, S, \lambda
10164, junk, (, c, C, ., 6, 1, i, 0, [
10165, c, a, C, junk, G, E, \in, z, ., =
10166, a, junk, \alpha, o, \pi, ., 0, \sigma, x, 2
10167, +, junk, 1, \div, t, T, \prime, x, -, .
10168, \rightarrow, junk, 7, ., 2, z, -, =, a, 5
10169, -, junk, =, ., \ldots, T, COMMA, 2, i, m
10170, junk, 1, |, COMMA, \prime, l, +, ., ), !
10171, junk, x, 1, n, a, A, ., G, g, \div
10172, \lim, junk, \tan, \sin, ., a, G, 0, v, L
10173, x, \times, junk, X, \lambda, \gt, a, ., 6, n
10174, 2, junk, a, z, 1, ., x, -, =, \alpha
10175, 2, junk, z, =, 1, a, ., \sum, x, 0
10176, \lim, \tan, junk, a, ., \sin, \log, u, x, G
10177, k, x, X, junk, \times, n, e, 2, l, a
10178, junk, a, \alpha, ., 2, +, z, x, u, 1
10179, x, \times, X, junk, z, \lambda, +, \gt, ., t
10180, x, X, \times, z, junk, a, ., 2, \alpha, k
10181, -, junk, =, ., \ldots, T, COMMA, 2, i, m
10182, a, junk, \alpha, ., o, +, x, 0, \Delta, 4
10183, 0, junk, o, ., \Delta, c, v, a, 8, 3
10184, \int, junk, 1, \{, s, S, ., f, 3, 0
10185, \infty, 0, =, junk, ., a, n, 2, \times, x
10186, \rightarrow, junk, +, 1, \prime, T, ., 4, i, \div
10187, +, junk, t, T, x, ., 4, 1, -, 2
10188, x, k, X, junk, \times, 2, n, ., \gamma, 1
10189, junk, 1, |, COMMA, l, \{, (, \prime, ., !
10190, \sin, \lim, w, junk, ., a, 2, v, -, \cos
10191, x, \times, X, junk, z, 2, a, ., \lt, k
10192, junk, COMMA, \div, ., /, \prime, 1, -, \times, (
10193, d, k, x, junk, t, l, E, (, X, 1
10194, \alpha, x, a, junk, +, \times, ., i, 2, 1
10195, =, junk, c, 0, ., C, o, 2, E, \in
10196, b, junk, h, (, 6, ., i, k, 1, 4
10197, \lim, \sin, junk, ., 0, v, a, u, ), \cos
10198, +, junk, t, T, ., 2, -, z, x, 4
10199, (, junk, 1, l, ., COMMA, \{, i, 6, 0
10200, b, junk, ., (, n, h, k, e, 1, COMMA
10201, x, \times, X, k, \alpha, junk, a, ., z, \lambda
10202, junk, !, 1, (, i, l, t, ., COMMA, \{
10203, junk, 1, COMMA, |, /, \prime, !, l, ., +
10204, 0, junk, o, ., v, a, u, \Delta, 8, F
10205, junk, -, +, 4, ), 1, ., 7, T, \prime
10206, x, junk, \times, \pi, z, \gt, X, d, ., n
10207, 2, \alpha, junk, z, t, \div, +, ., R, -
10208, y, Y, junk, 3, 9, COMMA, 7, 1, \exists, \forall
10209, 2, junk, -, ., x, t, +, z, 1, \geq
10210, 2, z, a, junk, l, \alpha, x, t, -, 1
10211, junk, 1, |, COMMA, \prime, +, l, /, i, !
10212, \int, junk, s, 1, 3, ., S, 0, COMMA, j
10213, +, junk, 4, t, d, 1, \neq, \phi, z, \pm
10214, 1, junk, COMMA, \prime, r, !, |, ., l, -
10215, g, 3, y, junk, 9, z, 5, 0, COMMA, s
10216, 0, junk, o, ., \theta, a, v, 8, COMMA, d
10217, d, junk, 2, o, ., a, C, \neq, 0, y
10218, d, a, junk, o, 2, i, \div, \phi, ., q
10219, x, junk, \div, \beta, \times, ., \gamma, A, a, X
10220, 0, junk, o, v, \theta, d, u, a, c, COMMA
10221, ), junk, COMMA, \prime, 1, ], ., \}, 0, 2
10222, \int, junk, 1, 3, ., \{, \prime, g, q, j
10223, junk, 1, \prime, COMMA, /, l, ., +, (, \int
10224, junk, 1, (, COMMA, |, l, \prime, /, +, .
10225, -, junk, =, ., \ldots, 2, COMMA, T, m, i
10226, Y, junk, y, \}, 1, COMMA, T, ., 4, -
10227, 4, junk, 1, ., +, u, 6, (, i, n
10228, 2, junk, x, z, 1, ., T, t, +, -
10229, y, Y, 6, \times, x, X, junk, \sigma, \alpha, +
10230, 2, junk, 1, ., x, 5, +, z, COMMA, i
10231, junk, 1, |, COMMA, l, \prime, +, /, (, .
10232, +, junk, \phi, t, \pm, d, 4, \div, 7, 1
10233, 3, junk, 1, b, ., s, COMMA, z, x, 5
10234, p, Y, junk, y, T, P, COMMA, \pi, 2, 0
10235, +, junk, t, ., -, 4, T, x, 1, \neq
10236, p, P, \beta, junk, F, \phi, ., n, T, -
10237, ), junk, ., \gt, 3, 0, \rightarrow, COMMA, 5, x
10238, +, junk, 4, t, x, \neq, ., 1, -, T
10239, (, junk, i, 2, 1, COMMA, l, ., \times, 3
10240, Y, y, \gamma, junk, p, COMMA, q, 2, 1, .
10241, 3, Y, junk, x, 2, y, 5, \prime, \lambda, .
10242, +, t, junk, 4, \neq, ., T, x, 1, -
10243, junk, t, COMMA, ., 1, f, +, -, \prime, \}
10244, =, junk, \sum, c, -, C, ., 0, 2, \pm
10245, junk, T, 7, -, ., 1, l, 2, +, n
10246, 2, z, junk, 1, a, -, x, ., I, i
10247, junk, 1, |, COMMA, l, \prime, /, +, ., !
10248, junk, \beta, ., 0, b, \sigma, i, 6, R, G
10249, junk, 0, d, \phi, p, x, \times, 1, \sin, .
10250, 3, junk, 5, s, x, ., \lambda, COMMA, n, z
10251, 8, g, junk, \theta, 1, 5, ., x, 0, \div
10252, +, junk, 4, 1, i, \div, t, \prime, ., T
10253, junk, +, 4, ., L, t, 1, 2, i, x
10254, -, junk, =, ., T, \ldots, i, COMMA, 2, t
10255, +, junk, \neq, -, 1, t, 4, T, 7, d
10256, 5, junk, s, 0, S, E, j, 3, r, \gamma
10257, junk, 1, COMMA, |, /, \prime, !, l, ., +
10258, +, junk, d, 4, t, \neq, 1, -, T, .
10259, +, junk, -, \neq, 1, t, T, d, 7, 4
10260, 2, junk, ., +, 1, x, k, L, t, i
10261, 3, junk, 5, b, x, ., n, 2, COMMA, \prime
10262, d, \phi, junk, +, 0, ., o, v, p, F
10263, +, t, junk, \neq, x, ., \times, T, 4, 1
10264, junk, 1, |, COMMA, l, +, \prime, i, ., !
10265, d, junk, \phi, \neq, \div, a, +, 2, ., 1
10266, junk, \sqrt, r, \sigma, 5, ., -, 2, COMMA, F
10267, -, junk, =, ., \ldots, 2, COMMA, T, m, i
10268, junk, 1, |, COMMA, l, \prime, +, /, !, .
10269, junk, 1, |, COMMA, +, l, \prime, (, i, .
10270, \sqrt, junk, -, ., T, r, \mu, o, t, \sigma
10271, junk, \sqrt, \sigma, -, ., r, F, COMMA, t, T
10272, junk, 1, |, COMMA, +, l, \prime, (, i, .
10273, -, junk, =, ., \ldots, T, COMMA, 2, i, m
10274, -, junk, =, ., T, \ldots, i, COMMA, 2, \div
10275, L, junk, u, ., 1, r, a, 4, c, v
10276, (, 3, junk, i, 1, 4, ., l, COMMA, x
10277, t, h, f, +, junk, k, b, l, ., 1
10278, r, n, h, junk, ., k, x, u, a, (
10279, +, junk, -, \neq, 1, t, T, 7, d, \phi
10280, \sqrt, junk, r, 5, ., \sigma, -, 2, x, \mu
10281, x, \times, X, k, a, junk, z, 2, ., \lambda
10282, \sqrt, junk, ., r, o, COMMA, -, n, m, 0
10283, junk, 1, |, COMMA, +, \prime, l, ., (, 4
10284, -, junk, =, ., T, \ldots, COMMA, 2, i, m
10285, junk, \sqrt, \sigma, r, ., -, COMMA, F, 5, x
10286, junk, 1, |, COMMA, +, \prime, l, ., (, 4
10287, -, junk, =, ., T, \ldots, COMMA, 2, i, m
10288, c, (, junk, C, ., [, 1, 0, i, 6
10289, =, junk, -, \div, ., \pm, \sum, 2, \geq, C
10290, 0, junk, o, ., v, \Delta, C, 1, c, \mu
10291, z, junk, F, 7, 2, \exists, 9, E, c, \in
10292, junk, \div, x, G, 3, a, ., 1, \times, -
10293, junk, 0, v, i, \forall, ., F, r, Y, u
10294, +, t, junk, T, ., x, 4, -, 1, 2
10295, y, junk, Y, 9, 7, g, 3, COMMA, \exists, 1
10296, G, junk, a, \div, x, \times, 1, 4, q, \beta
10297, y, g, junk, B, z, COMMA, 3, 1, Y, 7
10298, a, \alpha, junk, \Delta, ., o, u, \mu, 2, x
10299, n, h, H, junk, ., 1, k, r, m, b
10300, h, k, n, junk, l, 1, ., i, +, 2
10301, +, junk, 7, \neq, t, -, T, 4, 1, \pm
10302, 9, q, junk, 4, 1, ., n, a, y, \prime
10303, x, X, \times, \alpha, junk, \pi, 1, +, l, 2
10304, 9, q, 4, junk, ., n, 1, y, 2, a
10305, 3, x, junk, Y, z, 5, \lambda, y, \times, COMMA
10306, \sqrt, junk, ., 0, r, V, COMMA, o, -, n
